email,mission_type,host_country,city,address,phone,website,wikidata_qid
,high commission,Australia,Canberra,,,http://www.tongahighcom.com.au,http://www.wikidata.org/entity/Q105488764
,embassy,Japan,,,,,http://www.wikidata.org/entity/Q47510848
,embassy,People's Republic of China,Beijing,,,http://www.tongaembassycn.gov.to/zh/,http://www.wikidata.org/entity/Q96239225
,high commission,United Kingdom,London,,,,http://www.wikidata.org/entity/Q22004560
