email,mission_type,host_country,city,address,phone,website,wikidata_qid
,state representation,Germany,,,,https://landesvertretung.rlp.de/de/die-landesvertretung/unser-haus-in-bruessel/,http://www.wikidata.org/entity/Q57985229
,state representation,Germany,Mitte,,,http://lv.rlp.de/,http://www.wikidata.org/entity/Q2519139
