email,mission_type,host_country,city,address,phone,website,wikidata_qid
,state representation,Belgium,City of Brussels,,,https://staatskanzlei.hessen.de/berlin-europa/hessen-europa/landesvertretung-bruessel/die-vertretung-des-landes-hessen-bei-der-europaeischen-union,http://www.wikidata.org/entity/Q57985221
,state representation,Germany,Mitte,,,https://staatskanzlei.hessen.de/berlin,http://www.wikidata.org/entity/Q1615895
